0.7229154 2.591318 0.5533324 1.225612 0.850232 4.830853 1.546217 -1,0 0,0
0.7228744 2.588868 0.5535186 1.226192 0.8504536 4.824798 1.545175 -1,0 0,0
0.7228733 2.586053 0.5536783 1.226958 0.8505966 4.819094 1.543926 -1,0 0,0
0.7229053 2.582931 0.5538157 1.22788 0.8506746 4.813671 1.542503 -1,0 0,0
0.7229632 2.579557 0.5539372 1.228924 0.8507026 4.808462 1.540941 -1,0 0,0
0.7230414 2.575977 0.5540454 1.23007 0.8506898 4.803416 1.539263 -1,0 0,0
0.7231413 2.572158 0.5541413 1.231328 0.8506347 4.798522 1.537455 -1,0 0,0
0.723251 2.568257 0.5542299 1.232628 0.8505586 4.793751 1.535599 -1,0 0,0
0.7233772 2.564126 0.5543115 1.234025 0.850453 4.788994 1.533624 -1,0 0,0
0.7234995 2.560095 0.554392 1.235386 0.8501903 4.78435 1.531696 -1,0 0,0
0.723636 2.555804 0.5544698 1.236848 0.8496532 4.779618 1.529637 -1,0 0,0
0.7237881 2.551445 0.5545327 1.238364 0.8490928 4.775189 1.527529 -1,0 0,0
0.7239462 2.54689 0.5545991 1.239944 0.8485087 4.770595 1.525328 -1,0 0,0
0.7240741 2.542671 0.5546824 1.241363 0.8479877 4.765854 1.523309 -1,0 0,0
0.7242158 2.53819 0.5547473 1.242883 0.8474277 4.761018 1.521159 -1,0 0,0
0.7244161 2.533273 0.5545451 1.244656 0.8467653 4.756899 1.518749 -1,0 0,0
0.7245959 2.528392 0.5543538 1.24637 0.8461282 4.752345 1.516378 -1,0 0,0
0.7247044 2.524186 0.5542125 1.247735 0.8456295 4.747273 1.514386 -1,0 0,0
0.7248352 2.519648 0.5540541 1.249239 0.845077 4.742193 1.512222 -1,0 0,0
0.7250766 2.514225 0.5538227 1.251242 0.8443244 4.7383 1.509539 -1,0 0,0
0.7252558 2.509201 0.5536307 1.252989 0.8436753 4.7336 1.507104 -1,0 0,0
0.7253749 2.504738 0.553481 1.254441 0.8431429 4.728462 1.504986 -1,0 0,0
0.7255304 2.499835 0.5533045 1.256096 0.8425308 4.723454 1.50263 -1,0 0,0
0.7257243 2.494686 0.5531035 1.257909 0.8418545 4.718964 1.500122 -1,0 0,0
0.7259046 2.489502 0.5529101 1.259696 0.8411907 4.714128 1.497614 -1,0 0,0
0.726041 2.484747 0.5527469 1.261261 0.8406125 4.708999 1.495345 -1,0 0,0
0.7262114 2.479569 0.5525592 1.26302 0.8399599 4.703991 1.49285 -1,0 0,0
0.72638 2.474473 0.5523742 1.264751 0.8393168 4.699103 1.490393 -1,0 0,0
0.7265507 2.46922 0.5521853 1.266528 0.838657 4.694018 1.487864 -1,0 0,0
0.7267237 2.464011 0.5519968 1.268297 0.8379989 4.6891 1.485351 -1,0 0,0
0.7269 2.458638 0.5518035 1.270117 0.8373224 4.683997 1.482762 -1,0 0,0
0.7270581 2.453471 0.5516245 1.271835 0.8366844 4.678864 1.480285 -1,0 0,0
0.727227 2.448077 0.5514358 1.273639 0.8360147 4.673625 1.477694 -1,0 0,0
0.7274054 2.442676 0.5512422 1.275467 0.8353337 4.668605 1.475089 -1,0 0,0
0.7275811 2.437148 0.5510486 1.277321 0.8346441 4.663364 1.47243 -1,0 0,0
0.7277411 2.431808 0.5508671 1.279084 0.8339893 4.658107 1.469873 -1,0 0,0
0.7279114 2.426246 0.5506767 1.280929 0.8333032 4.652746 1.467204 -1,0 0,0
0.7280851 2.420721 0.5504853 1.282773 0.8326169 4.647547 1.464548 -1,0 0,0
0.7282588 2.415052 0.550292 1.286519 0.8319175 4.642154 1.461828 -1,0 0,0
0.7284229 2.409521 0.5501066 1.290186 0.831241 4.636796 1.45918 -1,0 0,0
0.7285951 2.403786 0.5499138 1.293983 0.8305379 4.631321 1.456432 -1,0 0,0
0.7287638 2.398143 0.5497249 1.297712 0.8298469 4.625934 1.453728 -1,0 0,0
0.7289345 2.392333 0.5495329 1.301541 0.8291386 4.620393 1.450948 -1,0 0,0
0.7294072 2.386622 0.5493451 1.305297 0.8284443 4.614923 1.448215 -1,0 0,0
0.7299954 2.380731 0.549152 1.309164 0.8277282 4.60932 1.445398 -1,0 0,0
0.7305714 2.374939 0.5489641 1.312957 0.8270271 4.603781 1.44263 -1,0 0,0
0.7311642 2.368971 0.5487706 1.316858 0.8263047 4.598113 1.439777 -1,0 0,0
0.7317433 2.363107 0.5485836 1.320679 0.8255995 4.592461 1.436979 -1,0 0,0
0.7323385 2.357066 0.5483915 1.32461 0.8248729 4.586575 1.434095 -1,0 0,0
0.7329227 2.351115 0.5482042 1.328471 0.8241604 4.58075 1.431257 -1,0 0,0
0.7335227 2.344997 0.5480115 1.332435 0.8234273 4.574798 1.428339 -1,0 0,0
0.7341119 2.338967 0.5478234 1.336331 0.8227077 4.568898 1.425465 -1,0 0,0
0.734715 2.332774 0.5476316 1.340326 0.8219693 4.562882 1.422514 -1,0 0,0
0.7353076 2.326663 0.5474445 1.344254 0.8212445 4.556914 1.419606 -1,0 0,0
0.7359141 2.320397 0.5472528 1.348278 0.8205011 4.550831 1.416622 -1,0 0,0
0.7365101 2.314209 0.5470663 1.352238 0.8197712 4.544787 1.413681 -1,0 0,0
0.7371205 2.307865 0.5468749 1.356292 0.819022 4.538642 1.410663 -1,0 0,0
0.7377196 2.301602 0.5466893 1.360282 0.8182877 4.532523 1.407689 -1,0 0,0
0.7383333 2.295184 0.5464985 1.364366 0.8175334 4.526318 1.404639 -1,0 0,0
0.7389359 2.288841 0.5463136 1.368385 0.8167938 4.520126 1.401631 -1,0 0,0
0.7395512 2.282352 0.5461246 1.372493 0.8160362 4.513856 1.398552 -1,0 0,0
0.7401571 2.275931 0.5459405 1.376543 0.8152918 4.50759 1.39551 -1,0 0,0
0.7407769 2.269364 0.545751 1.380682 0.8145274 4.501262 1.392395 -1,0 0,0
0.7413856 2.262863 0.5455681 1.384763 0.8137784 4.494927 1.389319 -1,0 0,0
0.7420067 2.256229 0.5453807 1.388921 0.8130118 4.488533 1.386178 -1,0 0,0
0.7426203 2.249641 0.5451974 1.395219 0.8122554 4.482135 1.383062 -1,0 0,0
0.7432429 2.242938 0.5450118 1.403631 0.8114859 4.475679 1.379891 -1,0 0,0
0.7438595 2.236272 0.5445546 1.411978 0.8105607 4.469211 1.376742 -1,0 0,0
0.7444853 2.229496 0.5439607 1.420438 0.8091084 4.462691 1.37354 -1,0 0,0
0.7451031 2.222754 0.543372 1.428835 0.807666 4.456155 1.37036 -1,0 0,0
0.745731 2.215908 0.542775 1.437338 0.8062025 4.449572 1.367129 -1,0 0,0
0.7463522 2.209087 0.5421824 1.445789 0.8047469 4.442967 1.363914 -1,0 0,0
0.746981 2.202173 0.5415832 1.454332 0.8032733 4.43632 1.360655 -1,0 0,0
0.7476053 2.195272 0.5409867 1.462836 0.8018045 4.429651 1.357406 -1,0 0,0
0.7482342 2.18829 0.5403862 1.471414 0.8003219 4.42294 1.35412 -1,0 0,0
0.7488604 2.18131 0.5397868 1.479969 0.798841 4.416206 1.350838 -1,0 0,0
0.7494925 2.174255 0.5391824 1.488592 0.7973459 4.409434 1.34752 -1,0 0,0
0.750121 2.167198 0.5385796 1.497194 0.7958529 4.402634 1.344206 -1,0 0,0
0.7507538 2.160073 0.5379733 1.505854 0.7943477 4.395798 1.34086 -1,0 0,0
0.7513837 2.152941 0.5373683 1.514499 0.7928437 4.388932 1.337515 -1,0 0,0
0.7520179 2.145743 0.5367595 1.5232 0.7913277 4.382037 1.334139 -1,0 0,0
0.7526639 2.138531 0.5361513 1.531893 0.7898113 4.37511 1.330759 -1,0 0,0
0.7540298 2.13126 0.5355395 1.540634 0.7882842 4.368154 1.326993 -1,0 0,0
0.7553942 2.123973 0.5349296 1.553361 0.7867572 4.361163 1.32271 -1,0 0,0
0.7567669 2.116632 0.5343153 1.57077 0.7852194 4.354141 1.318396 -1,0 0,0
0.7573577 2.113448 0.5341167 1.57952 0.7846526 4.342752 1.316169 -1,0 0,0
0.7563147 2.119072 0.534794 1.570362 0.7861357 4.322336 1.318353 -1,0 0,0
0.7537927 2.133044 0.5362943 1.545841 0.7895485 4.293898 1.324696 -1,0 0,0
0.7497457 2.156333 0.5386938 1.506944 0.7950828 4.253185 1.335634 -1,0 0,0
0.7443 2.189305 0.5419971 1.469459 0.8027692 4.203631 1.35128 -1,0 0,0
0.7382857 2.228538 0.5457973 1.430823 0.8116587 4.151057 1.369601 -1,0 0,0
0.7318256 2.276554 0.550068 1.391137 0.8217055 4.096339 1.390536 -1,0 0,0
0.7259948 2.323105 0.554145 1.356882 0.8313069 4.046216 1.410546 -1,0 0,0
0.7216498 2.360211 0.5573976 1.332441 0.8389091 4.004242 1.426128 -1,0 0,0
0.7183243 2.39015 0.560061 1.314527 0.8450494 3.96585 1.438411 -1,0 0,0
0.7152289 2.419109 0.5626496 1.298427 0.8509758 3.929736 1.450172 -1,0 0,0
0.7126688 2.443927 0.5649273 1.285711 0.8560964 3.898067 1.460057 -1,0 0,0
0.7105678 2.473449 0.5669256 1.27582 0.860483 3.870195 1.468215 -1,0 0,0
0.7088535 2.503917 0.5686805 1.268273 0.8642178 3.845543 1.474815 -1,0 0,0
0.7074485 2.5302 0.570237 1.26258 0.8674114 3.823477 1.480107 -1,0 0,0
0.7063054 2.552619 0.5716218 1.258449 0.8691791 3.803619 1.48423 -1,0 0,0
0.7053756 2.571674 0.5728642 1.255587 0.8701091 3.785571 1.487358 -1,0 0,0
0.704627 2.590096 0.5736845 1.253803 0.8707231 3.769078 1.488984 -1,0 0,0
0.7040268 2.65002 0.573969 1.252908 0.871071 3.753878 1.488649 -1,0 0,0
0.7035545 2.704679 0.5741708 1.252781 0.8711836 3.73979 1.487745 -1,0 0,0
0.7031877 4.890404 0.5743043 1.253294 0.8710968 3.726639 1.486353 -1,0 0,0
0.7029122 4.874759 0.5743781 1.254361 0.8708342 3.714291 1.48453 -1,0 0,0
0.7027122 4.859824 0.5744026 1.255896 0.8704222 3.702626 1.482334 -1,0 0,0
0.7025747 4.84549 0.5743868 1.257828 0.8698829 3.691539 1.479815 -1,0 0,0
0.7024912 4.831674 0.5743355 1.260105 0.8692317 3.680948 1.477012 -1,0 0,0
0.7024538 4.818292 0.5742539 1.262677 0.8684838 3.670778 1.473961 -1,0 0,0
0.702453 4.80528 0.5741488 1.265499 0.8676548 3.660962 1.470695 -1,0 0,0
0.7024833 4.792582 0.574024 1.268538 0.8667555 3.651451 1.467242 -1,0 0,0
0.7025408 4.780152 0.5738819 1.271766 0.8657944 3.642199 1.463623 -1,0 0,0
0.7026201 4.767944 0.5737259 1.275154 0.8647804 3.633167 1.45986 -1,0 0,0
0.7027177 4.755924 0.5735586 1.278683 0.8637215 3.624318 1.455969 -1,0 0,0
0.70283 4.744064 0.5733825 1.283634 0.8626237 3.615626 1.451966 -1,0 0,0
0.7029562 4.73234 0.5731978 1.291445 0.8614899 3.607069 1.447861 -1,0 0,0
0.7030924 4.720724 0.5730077 1.299375 0.8603274 3.598622 1.443669 -1,0 0,0
0.7032372 4.709201 0.5728123 1.307413 0.8591383 3.59027 1.439396 -1,0 0,0
0.7033881 4.697753 0.5726143 1.315542 0.8579281 3.581994 1.435054 -1,0 0,0
0.7035445 4.686366 0.5724136 1.323753 0.8566983 3.573783 1.430648 -1,0 0,0
0.7037059 4.675024 0.5722099 1.332039 0.8554505 3.565621 1.426184 -1,0 0,0
0.7038692 4.66372 0.5720064 1.340387 0.8541896 3.557503 1.42167 -1,0 0,0
0.7046177 4.652442 0.5718015 1.348794 0.8529145 3.549417 1.417108 -1,0 0,0
0.7057422 4.641191 0.5715949 1.357259 0.8516257 3.541362 1.412498 -1,0 0,0
0.7068695 4.629946 0.57139 1.365762 0.8503292 3.533322 1.407853 -1,0 0,0
0.708001 4.618711 0.5711851 1.374309 0.8490227 3.525297 1.403169 -1,0 0,0
0.7091358 4.607473 0.5709811 1.38289 0.8477087 3.517277 1.398452 -1,0 0,0
0.7102733 4.596236 0.5707781 1.391507 0.8463875 3.509265 1.393702 -1,0 0,0
0.7114138 4.584989 0.5705759 1.400151 0.8450598 3.501251 1.388923 -1,0 0,0
0.7125562 4.573733 0.5703753 1.408824 0.8437259 3.493235 1.384115 -1,0 0,0
0.7137002 4.562466 0.5701765 1.417521 0.8423877 3.485216 1.37928 -1,0 0,0
0.7148467 4.55118 0.5699786 1.427735 0.8410434 3.477188 1.374418 -1,0 0,0
0.7159947 4.539878 0.5697824 1.440153 0.8396951 3.46915 1.369532 -1,0 0,0
0.7171435 4.528556 0.5695884 1.452593 0.838343 3.461102 1.364622 -1,0 0,0
0.718294 4.517211 0.5693958 1.465051 0.8369868 3.453038 1.35969 -1,0 0,0
0.7194446 4.505841 0.5692058 1.477524 0.8356285 3.444961 1.354737 -1,0 0,0
0.7205957 4.494452 0.5687879 1.490014 0.8342668 3.436869 1.349763 -1,0 0,0
0.7217476 4.483031 0.5677583 1.502515 0.8326845 3.428756 1.344769 -1,0 0,0
0.7228999 4.471583 0.5667276 1.515029 0.8301398 3.420625 1.339754 -1,0 0,0
0.724052 4.460109 0.5656964 1.527552 0.8275882 3.412475 1.334722 -1,0 0,0
0.7252056 4.448606 0.564663 1.540091 0.8250282 3.404308 1.329668 -1,0 0,0
0.7263594 4.437076 0.563629 1.55264 0.8224614 3.396121 1.324595 -1,0 0,0
0.7275131 4.425518 0.5625944 1.565198 0.8198881 3.387914 1.319504 -1,0 0,0
0.728668 4.41393 0.5615577 1.577769 0.8173068 3.379687 1.314392 -1,0 0,0
0.7298216 4.402309 0.5605216 1.59034 0.8147203 3.371436 1.309265 -1,0 0,0
0.7309768 4.390659 0.559483 1.602925 0.8121257 3.363165 1.304118 -1,0 0,0
0.7321303 4.378978 0.5584452 1.613392 0.8095263 3.35487 1.298956 -1,0 0,0
0.7332844 4.367267 0.5574059 1.623854 0.8069195 3.346556 1.293775 -1,0 0,0
0.7344384 4.355523 0.5563657 1.63432 0.8043064 3.338217 1.288577 -1,0 0,0
0.7367647 4.343745 0.5553251 1.644788 0.8016871 3.329854 1.283363 -1,0 0,0
0.7393816 4.331938 0.5542833 1.655264 0.7990616 3.32147 1.278131 -1,0 0,0
0.7420018 4.320099 0.5532409 1.665744 0.7964293 3.313063 1.272881 -1,0 0,0
0.7446237 4.308227 0.5521985 1.676223 0.7937926 3.304631 1.267618 -1,0 0,0
0.7472498 4.296322 0.5511547 1.686709 0.7911481 3.296177 1.262335 -1,0 0,0
0.7498783 4.284386 0.5501106 1.697197 0.7884983 3.287699 1.257037 -1,0 0,0
0.7525086 4.272418 0.5490665 1.707685 0.7858434 3.279198 1.251724 -1,0 0,0
0.7551432 4.260418 0.5480207 1.718179 0.783181 3.270673 1.246392 -1,0 0,0
0.75778 4.248385 0.5469749 1.728674 0.7805129 3.262126 1.241044 -1,0 0,0
0.7604188 4.236321 0.5459288 1.739167 0.7778399 3.253555 1.235681 -1,0 0,0
0.7630603 4.224227 0.5448824 1.749666 0.7751608 3.244962 1.230103 -1,0 0,0
0.765705 4.2121 0.543835 1.760165 0.7724754 3.236346 1.22419 -1,0 0,0
0.768352 4.199944 0.5427874 1.770669 0.7697843 3.227709 1.218257 -1,0 0,0
0.7710001 4.187752 0.5417402 1.779911 0.7670886 3.219043 1.212309 -1,0 0,0
0.7736508 4.175529 0.5406923 1.784324 0.764387 3.210356 1.206343 -1,0 0,0
0.7763054 4.163276 0.5396431 1.788741 0.7616783 3.201648 1.200356 -1,0 0,0
0.7789601 4.150989 0.5385948 1.793151 0.7589661 3.192913 1.194355 -1,0 0,0
0.7816173 4.138669 0.5375462 1.797562 0.7562482 3.184156 1.188336 -1,0 0,0
0.7834325 4.122746 0.5368908 1.797816 0.7543683 3.171919 1.184105 -1,0 0,0
0.7834721 4.098783 0.5370711 1.789422 0.7542675 3.152506 1.183669 -1,0 0,0
0.7817386 4.066618 0.5381106 1.772616 0.7559954 3.126096 1.187141 -1,0 0,0
0.7784032 4.02757 0.5398083 1.748547 0.7594814 3.093553 1.19439 -1,0 0,0
0.7737349 3.983009 0.5409522 1.718839 0.7645839 3.056108 1.205148 -1,0 0,0
0.7679215 3.933931 0.5427223 1.684714 0.7712628 3.014667 1.219377 -1,0 0,0
0.7608945 3.880147 0.545222 1.638699 0.7793041 2.968238 1.237758 -1,0 0,0
0.7526873 3.82037 0.5485266 1.585053 0.7870278 2.910265 1.260898 -1,0 0,0
0.7437642 3.754309 0.5524997 1.530123 0.7962149 2.850113 1.288246 -1,0 0,0
0.735126 3.69067 0.5566581 1.479524 0.8058111 2.792506 1.317171 -1,0 0,0
0.7274767 3.632786 0.560574 1.436467 0.8148594 2.74059 1.345985 -1,0 0,0
0.7214347 3.583499 0.5637828 1.403336 0.8222973 2.696996 1.372057 -1,0 0,0
