2.730947 2.93789 0.4683846 4.881629 0.7114649 5.350407 1.538684 -1,0 0,0
2.730964 3.015467 0.4758562 5.009585 0.8115336 5.454374 1.628659 -1,0 0,0
2.730963 3.102115 0.4879323 5.094646 0.9138209 5.246684 1.670246 -1,0 0,0
2.730997 2.633188 0.5030444 5.161284 1.285229 5.246775 1.723387 -1,0 0,0
2.731014 2.633436 0.5198942 5.209147 1.320069 5.246464 1.900981 -1,0 0,0
2.731028 2.634049 0.5375093 1.246043 1.356977 5.245746 1.532148 -1,0 0,0
2.731042 2.634284 0.5550143 1.24592 0.8388233 5.245444 1.532294 -1,0 0,0
2.73105 2.634506 0.5742974 1.245802 0.8388754 5.245151 1.532434 -1,0 0,0
0.7296656 2.635198 0.58561 1.245445 0.8390281 5.244282 1.532861 -1,0 0,0
0.7295972 2.635729 0.5504032 1.245168 0.8391476 5.243588 1.533191 -1,0 0,0
0.7295319 2.636229 0.5504504 1.244906 0.8392612 5.242938 1.533504 -1,0 0,0
0.7295173 2.636284 0.5504635 1.244863 0.8392824 5.242785 1.533549 -1,0 0,0
0.729458 2.636711 0.5505079 1.244632 0.8393839 5.24219 1.533822 -1,0 0,0
0.72941 2.637036 0.5505443 1.244451 0.8394645 5.241705 1.534033 -1,0 0,0
0.7293176 2.637725 0.5506119 1.244084 0.839624 5.240764 1.534468 -1,0 0,0
0.7292568 2.638152 0.5506575 1.24385 0.8397273 5.240134 1.534744 -1,0 0,0
0.7291777 2.638722 0.5507163 1.243541 0.8398631 5.239315 1.53511 -1,0 0,0
0.7290999 2.639263 0.5507748 1.243243 0.8399953 5.238523 1.53546 -1,0 0,0
0.7290506 2.639558 0.5508139 1.243067 0.8400755 5.23801 1.535662 -1,0 0,0
0.7295249 2.63581 0.5504754 1.244968 0.8392385 5.242065 1.533365 -1,0 0,0
0.7303959 2.628997 0.5498554 1.248461 0.8377117 5.249557 1.529182 -1,0 0,0
0.7314974 2.620478 0.5490752 1.252886 0.8357962 5.25904 1.52395 -1,0 0,0
0.7328092 2.610529 0.5481502 1.258147 0.8335411 5.270252 1.517828 -1,0 0,0
0.734522 2.597693 0.5469542 1.265057 0.8306282 5.284968 1.509935 -1,0 0,0
0.7362784 2.584794 0.545738 1.272159 0.8276822 5.299971 1.501996 -1,0 0,0
0.7384899 2.568728 0.5442306 1.281199 0.8240201 5.319094 1.492128 -1,0 0,0
0.7408139 2.55232 0.5426614 1.290708 0.8202413 5.337907 1.482035 -1,0 0,0
0.7435102 2.533652 0.5408702 1.301848 0.8156416 5.35825 1.47056 -1,0 0,0
0.7463297 2.514644 0.5390248 1.313569 0.8109326 5.379413 1.458876 -1,0 0,0
0.7495558 2.493366 0.5369552 1.327148 0.8056539 5.403839 1.445813 -1,0 0,0
0.7523556 2.47534 0.5351896 1.339029 0.8011767 5.424795 1.433353 -1,0 0,0
0.7551687 2.457567 0.5334476 1.351095 0.7967652 5.445843 1.420729 -1,0 0,0
0.7572034 2.44489 0.532205 1.359876 0.7936351 5.460668 1.411816 -1,0 0,0
0.75905 2.431715 0.5310925 1.367913 0.7908325 5.473994 1.403846 -1,0 0,0
0.7601653 2.423336 0.5304261 1.372772 0.7891656 5.481457 1.399113 -1,0 0,0
0.761127 2.416133 0.5298551 1.376972 0.7877416 5.487628 1.395071 -1,0 0,0
0.7620432 2.409293 0.5293146 1.380987 0.7863944 5.493384 1.391247 -1,0 0,0
0.7624981 2.405825 0.5290468 1.382958 0.7857407 5.495382 1.389383 -1,0 0,0
0.7627655 2.403699 0.5288898 1.384099 0.7853674 5.495812 1.388306 -1,0 0,0
0.7629797 2.401923 0.5287656 1.385014 0.7850736 5.49577 1.387443 -1,0 0,0
0.7631618 2.400362 0.5286606 1.385788 0.7848284 5.495395 1.386714 -1,0 0,0
0.7633241 2.398931 0.5285674 1.386472 0.7846139 5.494779 1.386069 -1,0 0,0
0.7634797 2.397538 0.5284782 1.387125 0.7844101 5.494026 1.385453 -1,0 0,0
0.7636342 2.396141 0.5283897 1.387771 0.7842092 5.493184 1.384843 -1,0 0,0
0.7637906 2.394714 0.5283006 1.388426 0.7840068 5.492278 1.384225 -1,0 0,0
0.7639515 2.393245 0.5282087 1.389099 0.7837986 5.491326 1.38359 -1,0 0,0
0.7641162 2.391735 0.5281148 1.389788 0.7835859 5.490324 1.382939 -1,0 0,0
0.7642868 2.390173 0.5280175 1.390501 0.7833658 5.489284 1.382267 -1,0 0,0
0.7644628 2.388561 0.527917 1.391237 0.7831385 5.488202 1.381573 -1,0 0,0
0.7646441 2.386898 0.5278136 1.391994 0.7829046 5.487085 1.380857 -1,0 0,0
0.7648309 2.385183 0.5277072 1.393012 0.7826637 5.485929 1.38012 -1,0 0,0
0.7650236 2.383416 0.5275972 1.39431 0.7824147 5.484738 1.37936 -1,0 0,0
0.765221 2.3816 0.5274848 1.395642 0.7821602 5.483508 1.37858 -1,0 0,0
0.7650135 2.382653 0.5276091 1.394803 0.7825033 5.479016 1.379474 -1,0 0,0
0.7639961 2.389487 0.5281734 1.389642 0.7840486 5.46814 1.383739 -1,0 0,0
0.7626883 2.398489 0.52885 1.38304 0.7860438 5.454949 1.389275 -1,0 0,0
0.7616015 2.405953 0.5294071 1.378226 0.7876538 5.443461 1.393933 -1,0 0,0
0.7611687 2.408167 0.529592 1.376302 0.7881806 5.437033 1.395821 -1,0 0,0
0.7609328 2.408741 0.5296643 1.375248 0.788428 5.432086 1.396864 -1,0 0,0
0.7608458 2.408402 0.5296497 1.374849 0.7884623 5.428232 1.397267 -1,0 0,0
0.7608523 2.407475 0.5295804 1.375056 0.7883612 5.425045 1.397265 -1,0 0,0
0.76092 2.406156 0.5294744 1.375807 0.7881706 5.422264 1.396995 -1,0 0,0
0.7610292 2.404564 0.5293434 1.376786 0.787919 5.419736 1.396466 -1,0 0,0
0.7611662 2.40278 0.5291947 1.377922 0.787625 5.417354 1.39564 -1,0 0,0
0.7613239 2.400851 0.5290325 1.379175 0.787299 5.41506 1.394731 -1,0 0,0
0.7614963 2.398809 0.5288609 1.380516 0.7869502 5.41281 1.393759 -1,0 0,0
0.7616796 2.396678 0.5286811 1.381923 0.7865833 5.410573 1.392739 -1,0 0,0
0.7618728 2.394468 0.5284945 1.383391 0.7862004 5.408336 1.391676 -1,0 0,0
0.7620736 2.39219 0.5283017 1.384907 0.7858044 5.406087 1.390577 -1,0 0,0
0.7622796 2.389854 0.528105 1.386463 0.7853984 5.403814 1.389449 -1,0 0,0
0.7624914 2.387461 0.5279031 1.388059 0.7849818 5.401511 1.388292 -1,0 0,0
0.7627085 2.385015 0.5276968 1.38969 0.7845553 5.399178 1.387108 -1,0 0,0
0.7629301 2.38252 0.5274867 1.391354 0.7841207 5.396806 1.3859 -1,0 0,0
0.7631566 2.379974 0.527272 1.393053 0.7836764 5.394401 1.384667 -1,0 0,0
0.7633871 2.377381 0.5270535 1.394782 0.7832245 5.391955 1.383411 -1,0 0,0
0.7636213 2.374742 0.5268317 1.396539 0.7827646 5.38947 1.382134 -1,0 0,0
0.7638593 2.372057 0.5266062 1.398327 0.7822972 5.386945 1.380833 -1,0 0,0
0.7641016 2.369324 0.5263767 1.400145 0.7818211 5.384383 1.379509 -1,0 0,0
0.7643473 2.366548 0.5261441 1.401991 0.7813383 5.381776 1.378165 -1,0 0,0
0.7645961 2.363726 0.5259081 1.403864 0.780848 5.37913 1.376799 -1,0 0,0
0.76485 2.360859 0.5256678 1.405769 0.7803493 5.376443 1.375411 -1,0 0,0
0.7645221 2.3614 0.5257596 1.404578 0.7806702 5.369231 1.376138 -1,0 0,0
0.7630488 2.368759 0.5265135 1.397324 0.7826258 5.353219 1.381093 -1,0 0,0
0.7607778 2.381066 0.5277452 1.385954 0.7857645 5.33112 1.389126 -1,0 0,0
0.758251 2.395208 0.5291523 1.373408 0.7893401 5.307114 1.398318 -1,0 0,0
0.7561866 2.406691 0.5303063 1.363421 0.7922879 5.286693 1.405886 -1,0 0,0
0.7544288 2.416373 0.531292 1.355127 0.7948147 5.268646 1.412358 -1,0 0,0
0.7537571 2.419055 0.5316224 1.352447 0.7956992 5.258898 1.414505 -1,0 0,0
0.7534966 2.419018 0.5317018 1.351891 0.7959515 5.252268 1.414976 -1,0 0,0
0.7535266 2.417035 0.5316026 1.352831 0.7957532 5.247813 1.41425 -1,0 0,0
0.7542542 2.410447 0.5310733 1.357346 0.7944759 5.248624 1.410672 -1,0 0,0
0.7550598 2.403346 0.5304966 1.362283 0.79308 5.249969 1.406782 -1,0 0,0
0.7564565 2.39283 0.529595 1.369983 0.7908758 5.25529 1.400774 -1,0 0,0
0.7584747 2.379921 0.5284612 1.379749 0.7880986 5.263486 1.393282 -1,0 0,0
0.7602566 2.368551 0.5274681 1.388406 0.7856808 5.269879 1.386748 -1,0 0,0
0.7618742 2.358248 0.5265726 1.396285 0.7835121 5.274986 1.38088 -1,0 0,0
0.7638066 2.346245 0.5255064 1.405744 0.7809291 5.282202 1.373954 -1,0 0,0
0.7656168 2.335069 0.5245135 1.41463 0.7785371 5.288423 1.367544 -1,0 0,0
0.7666482 2.328364 0.5239499 1.419638 0.7772144 5.288986 1.363915 -1,0 0,0
0.7663814 2.328957 0.5240958 1.418141 0.7776488 5.280268 1.364829 -1,0 0,0
0.7645819 2.338273 0.5250906 1.409026 0.7801834 5.260694 1.37118 -1,0 0,0
0.7612668 2.356642 0.526957 1.392575 0.7848853 5.230502 1.383189 -1,0 0,0
0.7565241 2.384309 0.5297011 1.369528 0.7917877 5.190429 1.401027 -1,0 0,0
0.7507566 2.419781 0.5331578 1.342176 0.8005031 5.142569 1.423792 -1,0 0,0
0.7448245 2.458282 0.5368593 1.314764 0.8098775 5.088733 1.448523 -1,0 0,0
0.7394121 2.49519 0.5403792 1.290391 0.8188302 5.039425 1.472338 -1,0 0,0
0.7350932 2.525768 0.5433035 1.271416 0.8262876 4.999084 1.492261 -1,0 0,0
0.7322467 2.546155 0.5453143 1.259238 0.8314018 4.97059 1.505849 -1,0 0,0
0.7303855 2.559263 0.5466898 1.251518 0.8348676 4.949991 1.514909 -1,0 0,0
0.7286633 2.570307 0.5479938 1.244507 0.8381343 4.930618 1.523412 -1,0 0,0
0.7270448 2.579986 0.5492477 1.238036 0.8412569 4.912178 1.531504 -1,0 0,0
0.7258132 2.586895 0.5502456 1.2333 0.8436993 4.89685 1.537684 -1,0 0,0
0.724905 2.59141 0.5510248 1.230001 0.8455566 4.883218 1.542207 -1,0 0,0
0.724238 2.594087 0.5516396 1.227772 0.8469701 4.871367 1.545458 -1,0 0,0
0.7237517 2.595344 0.5521306 1.226349 0.8480452 4.861212 1.547089 -1,0 0,0
0.7234045 2.595486 0.5525256 1.225544 0.8488567 4.85235 1.547531 -1,0 0,0
0.723164 2.594752 0.5528475 1.225217 0.8494646 4.844475 1.547468 -1,0 0,0
0.7230068 2.593317 0.5531124 1.225266 0.8499119 4.837367 1.547003 -1,0 0,0
